5.000000069356755006e+00,-3.313495649221276551e+01
5.000002729253911760e+00,-7.019771958188071892e+01
5.000003114559011586e+00,-1.165877463225847208e+02
5.000003708431923322e+00,-1.697658069773623311e+02
5.000004759699120171e+00,-2.272266358090949439e+02
5.000006722854840824e+00,-2.872935446147258176e+02
5.000010807585352879e+00,-3.487449994562368829e+02
5.000023538463800321e+00,-4.108253283892120749e+02
5.109375015957704491e+00,-4.730402981125393467e+02
6.973789754232069704e+00,-5.352848823225316437e+02
8.698568900829913630e+00,-5.978743874679275905e+02
9.623925809757642114e+00,-6.606066571449316598e+02
9.820898627979445905e+00,-7.232361586945944509e+02
9.629142835625605912e+00,-7.854983655871238852e+02
9.360197327016733126e+00,-8.471832994407719752e+02
9.184707500741266628e+00,-9.081605164704509434e+02
9.142897817255763115e+00,-9.684960338553302108e+02
9.201303962308861273e+00,-1.028215941291345644e+03
9.307445468277029121e+00,-1.087282831997986932e+03
9.420390217326250593e+00,-1.145643851333270732e+03
9.519000711797437120e+00,-1.203239475065257466e+03
9.598103329368361969e+00,-1.260013398709970943e+03
9.661450849558969267e+00,-1.315906192478552839e+03
9.714958932464949015e+00,-1.370859305431363737e+03
9.763060890068993913e+00,-1.424819292561982820e+03
9.807887746102007753e+00,-1.477738876722326040e+03
9.849839079543370346e+00,-1.529576755122338454e+03
9.888498703484334129e+00,-1.580296899390149292e+03
9.923305973420516679e+00,-1.629869677308037808e+03
9.953913341830086026e+00,-1.678271412734603018e+03
9.980272876935121218e+00,-1.725482537443634328e+03
1.000251217870514076e+01,-1.771488856814142991e+03
1.002083670760489298e+01,-1.816280902407793747e+03
1.003539819354739926e+01,-1.859856779159800453e+03
1.004639155846310139e+01,-1.902218720216590555e+03
1.005404217531920352e+01,-1.943370976082107290e+03
1.005838320969689725e+01,-1.983326952287123277e+03
1.005946464194833645e+01,-2.022105229430695090e+03
1.005754302401731337e+01,-2.059725155499180346e+03
1.005283863628369012e+01,-2.096209413056044014e+03
1.004551545304737381e+01,-2.131582777556276596e+03
1.003550249695113727e+01,-2.165878811505584508e+03
1.002301689055276590e+01,-2.199128716196096320e+03
1.000836892816114521e+01,-2.231359234863005895e+03
9.991583437524697686e+00,-2.262600908008933857e+03
9.972740345159515130e+00,-2.292883913524387481e+03
9.952154915703042448e+00,-2.322229709454817566e+03
9.929786488765493857e+00,-2.350667590996101808e+03
9.905763558587866058e+00,-2.378223901306111202e+03
9.880237697345075176e+00,-2.404924877920811468e+03
9.853205167031886091e+00,-2.430802527936464230e+03
9.824881577662795351e+00,-2.455881041998280580e+03
9.795297184463697349e+00,-2.480187061805223038e+03
9.764595271431385726e+00,-2.503744146930390343e+03
9.732844658264419024e+00,-2.526576803489433587e+03
9.700102893285231787e+00,-2.548709850009154252e+03
9.666606427729988127e+00,-2.570136567156514502e+03
9.632119737770326040e+00,-2.590913310659458602e+03
9.596850969109027574e+00,-2.611062476658256401e+03
9.560732197229883766e+00,-2.630637606047854661e+03
9.524162177874069712e+00,-2.649628660738540930e+03
9.487097980044893575e+00,-2.668055717942801948e+03
9.449556671078667591e+00,-2.685936597103298936e+03
9.411560724189484972e+00,-2.703287799801274105e+03
9.373152964085685213e+00,-2.720124822357353423e+03
9.334396400602591015e+00,-2.736460811706038839e+03
9.295316844471154027e+00,-2.752309695396423194e+03
9.255953825092797516e+00,-2.767685803936642969e+03
9.216332788575169133e+00,-2.782606572832321035e+03
9.176312350410352536e+00,-2.797159171853525550e+03
9.135996065798195787e+00,-2.811389069800128254e+03
9.095583012193356964e+00,-2.825307355861616998e+03
9.055144189437019264e+00,-2.838922259032571219e+03
9.014670214291596650e+00,-2.852241637117914252e+03
8.974146300996313386e+00,-2.865272427438016166e+03
8.933552063450601821e+00,-2.878021775324543796e+03
8.892887244705564243e+00,-2.890496630179366093e+03
8.852168218722674453e+00,-2.902703579826857549e+03
8.811410252006254495e+00,-2.914649329657594080e+03
8.770754930104006419e+00,-2.926317022793113665e+03
8.729980502838225576e+00,-2.937737424001178169e+03
8.689047236925400597e+00,-2.948938786330170842e+03
8.648256389970471858e+00,-2.959904126789967904e+03
8.607559113068585788e+00,-2.970638975090880194e+03
8.566924381896722451e+00,-2.981148109423374081e+03
8.526338731705134677e+00,-2.991435346602775553e+03
8.485810533770163033e+00,-3.001502440089239826e+03
8.445350964554927842e+00,-3.011349164967206434e+03
8.405095073629297531e+00,-3.020961129538986825e+03
8.364703762783790353e+00,-3.030357737306186209e+03
8.324498394794007439e+00,-3.039520700397743894e+03
8.284450255069732094e+00,-3.048443294866498945e+03
8.244524984406622181e+00,-3.057119105505203606e+03
8.204726356510306573e+00,-3.065539950048697847e+03
8.165161440676850901e+00,-3.073693201229769784e+03
8.125652373869634459e+00,-3.081572461217894670e+03
8.086153383859445043e+00,-3.089171276905122795e+03
8.046996174415628644e+00,-3.096474698978734068e+03
8.007909567138520757e+00,-3.103479871077086045e+03
7.968905048959874726e+00,-3.110183289061865253e+03
7.930070644919260836e+00,-3.116579020680343547e+03
7.891465748079427911e+00,-3.122658839886386886e+03
7.853100951267935947e+00,-3.128417485906038110e+03
7.814972463599575647e+00,-3.133846217988254921e+03
7.777064193184603624e+00,-3.138940798825189631e+03
7.739104349265277349e+00,-3.143691896497453399e+03
7.701362206414690270e+00,-3.148095830923510221e+03
7.663798630177469207e+00,-3.152150643234868767e+03
7.625718570557821430e+00,-3.155848656004262466e+03
7.587721243604617527e+00,-3.159182702590048848e+03
7.550707905430195765e+00,-3.162155539682591552e+03
7.513994976583222574e+00,-3.164762260752109341e+03
7.477767659837677883e+00,-3.167015872277149811e+03
7.441740177402235368e+00,-3.168954947254874241e+03
7.405988738334288612e+00,-3.170585443276411297e+03
7.370593711808572479e+00,-3.171905729131113731e+03
7.335574708565137492e+00,-3.172915980671701618e+03
7.300925721996776474e+00,-3.173616737742882833e+03
7.266638811042892776e+00,-3.174006955550130897e+03
7.232703630595706201e+00,-3.174088520251251794e+03
7.199118034701873725e+00,-3.173863848046116800e+03
7.165886128305892555e+00,-3.173334111785507957e+03
7.132997005720627115e+00,-3.172502092297928812e+03
7.100381870797964012e+00,-3.171371643301236873e+03
7.067753061537632497e+00,-3.169946229877294172e+03
7.034960840300501062e+00,-3.168229159097396405e+03
7.002516778478315551e+00,-3.166225007637457111e+03
6.970783869926290954e+00,-3.163939030672807803e+03
6.939805302940774467e+00,-3.161375824195652967e+03
6.909458639680147840e+00,-3.158540279774947066e+03
6.879592589845470840e+00,-3.155438429415473820e+03
6.850085828160167978e+00,-3.152076328957100031e+03
6.820819115845967673e+00,-3.148459499075793701e+03
6.791683779787565989e+00,-3.144594087409406256e+03
6.763166595523339986e+00,-3.140490030326015130e+03
6.734698866486919400e+00,-3.136150949220187158e+03
6.706375552842631649e+00,-3.131583219954899050e+03
6.677947334424323422e+00,-3.126793779668683328e+03
6.650123903471218512e+00,-3.121789150933132532e+03
6.623223935461848733e+00,-3.116576372040181013e+03
6.597173279381932431e+00,-3.111163028268832477e+03
6.571781373885600352e+00,-3.105556306984968160e+03
6.546888343340963701e+00,-3.099763001269959204e+03
6.522398518878355311e+00,-3.093790876832194044e+03
6.498273128072449722e+00,-3.087647241593599574e+03
6.474349553627341436e+00,-3.081338950933096385e+03
6.450164606254792155e+00,-3.074874044420095743e+03
6.426309228989070199e+00,-3.068260320473762022e+03
6.403255488886641977e+00,-3.061504071363683579e+03
6.381045125861301237e+00,-3.054612901991553827e+03
6.359532974701571639e+00,-3.047594984243301042e+03
6.338552545394620985e+00,-3.040457878397137847e+03
6.317899507594044728e+00,-3.033209317217313583e+03
6.297077789661638114e+00,-3.025856007463921287e+03
6.275719111736694167e+00,-3.018390954951117692e+03
6.255425655165443466e+00,-3.010836124925671811e+03
6.236043985274910106e+00,-3.003198988801525502e+03
6.217380063982515637e+00,-2.995487157414890135e+03
6.199197536539728937e+00,-2.987708380371418571e+03
6.181237725903112157e+00,-2.979870222701657440e+03
6.163549682104512151e+00,-2.971980375717156221e+03
6.146370077107787822e+00,-2.964046707564335520e+03
6.129798009391302926e+00,-2.956077063433754120e+03
6.113791642258774139e+00,-2.948079150894247505e+03
6.098217655353580291e+00,-2.940060504258763558e+03
6.082933963239219644e+00,-2.932028551184785556e+03
6.067995173866705727e+00,-2.923990645579582178e+03
6.053540406782023986e+00,-2.915954035617864520e+03
6.039616583412481532e+00,-2.907925803148756586e+03
6.026170534214925212e+00,-2.899912772734055579e+03
6.013092205757114783e+00,-2.891921407741307121e+03
6.000764651587674692e+00,-2.883972244849281651e+03
5.988427629675316943e+00,-2.876056108273955488e+03
5.976430357526637316e+00,-2.868178403129134040e+03
5.964688341309683395e+00,-2.860342681167194769e+03
5.952480874705379676e+00,-2.852540295632600646e+03
5.940105259382259639e+00,-2.844765148129086356e+03
5.928646976585119965e+00,-2.837023488688916586e+03
5.918297394101036168e+00,-2.829322530421708052e+03
5.908809013631300289e+00,-2.821669456699233706e+03
5.899892205612247587e+00,-2.814071306775292669e+03
5.891369357817602292e+00,-2.806534939437981848e+03
5.883175582849464291e+00,-2.799066999200600549e+03
5.874868276850145676e+00,-2.791664676050012986e+03
5.867404616519351634e+00,-2.784344004550772297e+03
5.860445082360085323e+00,-2.777110765583490320e+03
5.853829578744866424e+00,-2.769970492965919675e+03
5.847519164215974286e+00,-2.762928470660312087e+03
5.841529563061735431e+00,-2.755989721645731606e+03
5.835886560914673282e+00,-2.749158997843047018e+03
5.830606309109541030e+00,-2.742440775502647284e+03
5.825692159369358691e+00,-2.735839254162114685e+03
5.821138641853190521e+00,-2.729358358888064686e+03
5.816936433101612458e+00,-2.723001743030304624e+03
5.813075703059321420e+00,-2.716772791437714659e+03
5.809547538619471041e+00,-2.710674623591916770e+03
5.806344093496732306e+00,-2.704710096661900934e+03
5.803458205873321951e+00,-2.698881808690366597e+03
5.800882967010559277e+00,-2.693192102257631632e+03
5.798611439522011857e+00,-2.687643069034877044e+03
5.796636541043651114e+00,-2.682236555573525948e+03
5.794951036299750946e+00,-2.676974170432198662e+03
5.793547570856429019e+00,-2.671857292396288813e+03
5.792418719355767465e+00,-2.666887079424952844e+03
5.791557011731319093e+00,-2.662064478345213956e+03
5.790954937758600707e+00,-2.657390236373204061e+03
5.790604940238468501e+00,-2.652864917873675040e+03
5.790499369992143208e+00,-2.648488933921371427e+03
5.790630370212745959e+00,-2.644262603083939212e+03
5.790989548908558326e+00,-2.640186297358398861e+03
5.791566910273365565e+00,-2.636260858220627142e+03
5.792347677831412689e+00,-2.632488810378662947e+03
5.793312747760529291e+00,-2.628875573296760649e+03
5.794461715725357287e+00,-2.625425445891683466e+03
5.795807824613522286e+00,-2.622138969839452784e+03
5.797352659645198969e+00,-2.619014835045695236e+03
5.799085579283409508e+00,-2.616051032034549280e+03
5.800991749742395953e+00,-2.613245188320258421e+03
5.803057343875929419e+00,-2.610594743802679204e+03
5.805271402340679288e+00,-2.608096997218701745e+03
5.807625399940252287e+00,-2.605749134880599286e+03
5.810112132465860668e+00,-2.603548248822627556e+03
5.812724794699329678e+00,-2.601491350584238262e+03
5.815456493887452893e+00,-2.599575382382734006e+03
5.818300116349433004e+00,-2.597797225185217940e+03
5.821685236238768546e+00,-2.596166289070630228e+03
5.824718322811671456e+00,-2.594666677963024995e+03
5.827707466828514704e+00,-2.593295176715404978e+03
5.830803970396905456e+00,-2.592048504692506413e+03
5.834043895369310562e+00,-2.590923329314732200e+03
5.837406022857946297e+00,-2.589916270100966813e+03
5.840853551645096786e+00,-2.589023859736153554e+03
5.844352132133403543e+00,-2.588242413887148814e+03
5.847864880813871125e+00,-2.587567615933385241e+03
5.851317226283812900e+00,-2.586993182467044335e+03
5.854621238285357521e+00,-2.586510217888808256e+03
5.857884525482251803e+00,-2.586112076899210933e+03
5.861241720372694530e+00,-2.585794691872417843e+03
5.864727418328997466e+00,-2.585554766928744357e+03
5.868317861210367248e+00,-2.585389345118194797e+03
5.871365303399505464e+00,-2.585281325862090398e+03
5.875056834779139869e+00,-2.585243066424460721e+03
5.878927036205627843e+00,-2.585271881026422307e+03
5.882746669520575011e+00,-2.585365166348145067e+03
5.886454995632923293e+00,-2.585520389764921674e+03
5.890073558265206621e+00,-2.585735078224251993e+03
5.893645251038093669e+00,-2.586006816994263318e+03
5.897203213260556964e+00,-2.586333243671721903e+03
5.900762863745706355e+00,-2.586712045446589855e+03
5.904325305866695572e+00,-2.587140956624382397e+03
5.907883991495388898e+00,-2.587617756614925383e+03
5.911430253226694020e+00,-2.588140268461199412e+03
5.914956339592810863e+00,-2.588706357769778151e+03
5.918456325860608658e+00,-2.589313931853772374e+03
5.921925897350249990e+00,-2.589960939004254669e+03
5.925361892277794418e+00,-2.590645367987103327e+03
5.928762086243581919e+00,-2.591365248019932096e+03
5.932125244003340292e+00,-2.592118649455141167e+03
5.935451132342987712e+00,-2.592903685076349120e+03
5.938740175936612076e+00,-2.593718511525649319e+03
